0;False
1;False
2;True
3;True
4;False
5;True
6;False
7;False
8;True
9;False
10;False
11;False
12;True
13;False
14;False
15;True
16;False
17;True
18;True
19;False
20;True
21;True
22;True
23;True
24;True
25;True
26;False
27;False
28;True
29;False
30;True
31;True
32;True
33;False
34;True
35;False
36;True
37;False
38;True
39;False
40;False
41;True
42;False
43;False
44;True
45;True
46;False
47;True
48;True
49;True
50;True
51;False
52;False
53;True
54;True
55;True
56;False
57;True
58;True
59;False
60;True
61;True
62;False
63;False
64;False
65;False
66;False
67;True
68;True
69;False
70;True
71;True
72;True
73;True
74;True
75;True
76;True
77;True
78;True
79;False
80;False
81;True
82;True
83;True
84;True
85;True
86;False
87;False
88;True
89;True
90;False
91;True
92;True
93;False
94;False
95;True
96;True
97;False
98;True
99;True
100;False
101;False
102;True
103;True
104;False
105;False
106;True
107;False
108;False
109;True
110;True
111;True
112;True
113;True
114;True
115;False
116;False
117;False
118;False
119;True
120;True
121;True
122;True
123;True
124;False
125;True
126;True
127;True
128;True
129;False
130;False
131;True
132;False
133;True
134;True
135;True
136;False
137;True
138;False
139;True
140;True
141;True
142;True
143;True
144;True
145;True
146;True
147;True
148;False
149;False
150;True
151;True
152;True
153;True
154;False
155;True
156;True
157;True
158;False
159;True
160;True
161;True
162;True
163;True
164;True
165;True
166;False
167;True
168;True
169;True
170;True
171;True
172;False
173;True
174;True
175;False
176;False
177;False
178;True
179;True
180;False
181;True
182;False
183;True
184;True
185;True
186;False
187;True
188;False
189;True
190;True
191;True
192;True
193;False
194;True
195;False
196;True
197;True
198;True
199;True
200;True
201;False
202;True
203;False
204;False
205;False
206;True
207;True
208;False
209;True
210;True
211;False
212;True
213;False
214;True
215;False
216;False
217;True
218;True
219;False
220;True
221;True
222;True
223;True
224;True
225;True
226;True
227;True
228;True
229;True
230;False
231;True
232;False
233;False
234;False
235;True
236;True
237;False
238;True
239;True
240;True
241;True
242;False
243;False
244;True
245;True
246;True
247;True
248;True
249;True
250;True
251;True
252;False
253;True
254;True
255;True
256;True
257;True
258;True
259;False
